length	Evalue	attribute
58.2 	273	other
9.7 	55	other
9.7 	35	other
8.3 	123	other
6.3 	33	other
10.9 	46	other
9.8 	55	other
9.8 	35	other
7.1 	36	other
7.1 	42	other
5.6 	35	other
9.7 	49	other
7.6 	55	other
8.5 	156	other
58.2 	273	other
7.7 	123	other
11.0 	46	other
5.6 	34	other
5.6 	42	other
6.6 	49	other
7.6 	55	other
6.6 	49	other
5.6 	34	other
58.2 	273	other
5.6 	35	other
7.1 	36	other
7.1 	42	other
9.7 	49	other
5.6 	42	other
9.8 	55	other
9.8 	35	other
8.5 	156	other
7.7 	123	other
11.0 	46	other
5.6 	42	other
8.5 	156	other
5.6 	34	other
9.8 	55	other
9.8 	35	other
9.7 	49	other
58.2 	273	other
7.6 	55	other
7.7 	123	other
5.6 	35	other
6.6 	49	other
11.0 	46	other
7.1 	36	other
7.1 	42	other
8.6 	123	other
9.2 	65	other
5.6 	42	other
9.9 	55	other
9.9 	35	other
58.2 	273	other
7.1 	36	other
7.1 	42	other
8.5 	156	other
11.0 	46	other
6.6 	49	other
7.1 	36	other
7.1 	42	other
5.6 	34	other
7.7 	123	other
11.0 	46	other
8.5 	156	other
58.2 	273	other
6.6 	49	other
5.6 	42	other
5.6 	35	other
9.8 	55	other
9.8 	35	other
9.7 	49	other
7.6 	55	other
11.0 	46	other
58.2 	273	other
7.1 	36	other
7.1 	42	other
8.6 	123	other
9.9 	55	other
9.9 	35	other
8.5 	156	other
6.6 	49	other
9.2 	65	other
5.6 	42	other
7.7 	123	other
58.2 	273	other
11.0 	46	other
8.5 	156	other
9.8 	55	other
9.8 	35	other
7.6 	55	other
9.7 	49	other
7.1 	36	other
7.1 	42	other
5.6 	42	other
5.6 	35	other
6.6 	49	other
7.0 	36	other
7.0 	42	other
58.2 	273	other
9.8 	55	other
9.8 	17	other
5.6 	42	other
8.6 	156	other
6.6 	49	other
7.2 	54	other
11.0 	46	other
8.4 	123	other
9.7 	48	other
58.2 	273	other
9.9 	55	other
9.9 	35	other
8.6 	123	other
5.6 	42	other
8.5 	156	other
9.2 	65	other
7.1 	36	other
7.1 	42	other
11.0 	46	other
6.6 	49	other
7.2 	54	other
9.8 	55	other
9.8 	17	other
8.6 	156	other
58.2 	273	other
6.6 	49	other
9.7 	48	other
8.4 	123	other
7.0 	36	other
7.0 	42	other
11.0 	46	other
5.6 	42	other
8.5 	156	other
5.6 	42	other
8.6 	123	other
11.0 	46	other
9.9 	55	other
9.9 	35	other
58.2 	273	other
9.2 	65	other
6.6 	49	other
7.1 	36	other
7.1 	42	other
9.9 	55	other
9.9 	35	other
6.6 	49	other
7.1 	36	other
7.1 	42	other
9.2 	65	other
5.6 	42	other
11.0 	46	other
58.2 	273	other
8.6 	123	other
8.5 	156	other
7.0 	36	other
7.0 	42	other
8.6 	156	other
6.6 	49	other
8.4 	123	other
11.0 	46	other
7.2 	54	other
58.2 	273	other
5.6 	42	other
9.7 	48	other
9.8 	55	other
9.8 	17	other
8.4 	123	other
58.2 	273	other
5.6 	42	other
8.6 	156	other
7.0 	36	other
7.0 	42	other
11.0 	46	other
9.7 	48	other
6.6 	49	other
7.2 	54	other
9.8 	55	other
9.8 	17	other
7.2 	54	other
5.6 	42	other
6.6 	49	other
9.7 	48	other
9.8 	55	other
9.8 	17	other
11.0 	46	other
7.0 	36	other
7.0 	42	other
58.2 	273	other
8.4 	123	other
8.6 	156	other
58.2 	273	other
5.6 	42	other
8.6 	123	other
9.9 	55	other
9.9 	35	other
6.6 	49	other
9.2 	65	other
8.5 	156	other
11.0 	46	other
7.1 	36	other
7.1 	42	other
11.0 	46	other
5.6 	34	other
7.7 	123	other
9.8 	55	other
9.8 	35	other
7.1 	36	other
7.1 	42	other
7.6 	55	other
5.6 	35	other
5.6 	42	other
8.5 	156	other
58.2 	273	other
6.6 	49	other
9.7 	49	other
6.6 	49	other
5.6 	42	other
11.0 	46	other
9.8 	55	other
9.8 	35	other
8.5 	156	other
5.6 	35	other
58.2 	273	other
5.6 	34	other
7.6 	55	other
7.7 	123	other
9.7 	49	other
7.1 	36	other
7.1 	42	other
58.2 	273	other
8.5 	156	other
7.1 	36	other
7.1 	42	other
6.6 	49	other
9.2 	65	other
11.0 	46	other
5.6 	42	other
9.9 	55	other
9.9 	35	other
8.6 	123	other
9.2 	65	other
7.1 	36	other
7.1 	42	other
58.2 	273	other
8.5 	156	other
11.0 	46	other
9.9 	55	other
9.9 	35	other
5.6 	42	other
6.6 	49	other
8.6 	123	other
7.1 	36	other
7.1 	42	other
9.9 	55	other
9.9 	35	other
11.0 	46	other
58.2 	273	other
9.2 	65	other
8.5 	156	other
8.6 	123	other
6.6 	49	other
5.6 	42	other
9.9 	55	other
9.9 	35	other
7.1 	36	other
7.1 	42	other
6.6 	49	other
11.0 	46	other
8.6 	123	other
9.2 	65	other
58.2 	273	other
8.5 	156	other
5.6 	42	other
8.5 	156	other
9.8 	55	other
9.8 	35	other
5.6 	42	other
58.2 	273	other
7.6 	55	other
7.1 	36	other
7.1 	42	other
11.0 	46	other
9.7 	49	other
5.6 	35	other
7.7 	123	other
5.6 	34	other
6.6 	49	other
11.0 	46	other
7.7 	123	other
9.7 	49	other
7.1 	36	other
7.1 	42	other
58.2 	273	other
5.6 	42	other
7.6 	55	other
5.6 	35	other
5.6 	34	other
8.5 	156	other
6.6 	49	other
9.8 	55	other
9.8 	35	other
8.5 	156	other
11.0 	46	other
5.6 	42	other
7.1 	36	other
7.1 	42	other
9.7 	49	other
7.6 	55	other
5.6 	34	other
6.6 	49	other
58.2 	273	other
9.8 	55	other
9.8 	35	other
5.6 	35	other
7.7 	123	other
5.6 	42	other
6.6 	49	other
7.1 	36	other
7.1 	42	other
8.5 	156	other
11.0 	46	other
7.6 	55	other
5.6 	35	other
9.7 	49	other
7.7 	123	other
58.2 	273	other
5.6 	34	other
9.8 	55	other
9.8 	35	other
9.7 	55	other
9.7 	35	other
7.1 	36	other
7.1 	42	other
6.4 	41	other
8.9 	57	other
8.9 	43	other
9.2 	65	other
8.9 	123	other
11.0 	46	other
58.2 	273	other
5.6 	42	other
9.9 	53	other
9.1 	56	other
7.1 	36	other
7.1 	42	other
8.9 	57	other
8.9 	43	other
9.7 	55	other
11.0 	46	other
58.2 	273	other
8.4 	123	other
6.7 	49	other
5.6 	42	other
8.9 	57	other
8.9 	43	other
9.7 	55	other
9.7 	35	other
7.1 	36	other
7.1 	42	other
58.2 	273	other
8.4 	123	other
5.6 	36	other
11.0 	46	other
6.7 	49	other
5.6 	42	other
5.6 	43	other
55.1 	268	other
5.1 	79	other
155.7 	272	nifK
5.3 	39	other
5.7 	31	other
7.3 	39	other
7.3 	36	other
10.9 	46	other
10.9 	114	other
5.7 	39	other
5.7 	33	other
11.0 	44	other
11.0 	23	other
5.4 	41	other
57.5 	262	other
8.7 	67	other
7.7 	41	other
8.0 	45	other
5.7 	31	other
57.5 	262	other
5.7 	33	other
5.7 	39	other
7.7 	41	other
7.2 	33	other
7.0 	57	other
5.4 	41	other
5.7 	31	other
11.0 	44	other
11.0 	23	other
8.7 	67	other
8.0 	45	other
7.0 	57	other
7.7 	41	other
7.0 	57	other
5.7 	33	other
5.7 	39	other
8.0 	45	other
5.4 	41	other
11.0 	44	other
11.0 	23	other
8.7 	67	other
57.5 	262	other
11.0 	44	other
11.0 	23	other
7.0 	57	other
7.7 	41	other
5.7 	39	other
5.7 	33	other
8.0 	45	other
8.7 	67	other
57.5 	262	other
7.2 	33	other
5.7 	31	other
7.0 	57	other
57.5 	262	other
11.0 	44	other
11.0 	23	other
5.4 	41	other
5.7 	33	other
5.7 	31	other
8.7 	67	other
7.7 	41	other
7.7 	41	other
5.7 	39	other
8.0 	45	other
7.2 	33	other
7.2 	33	other
5.7 	33	other
7.0 	57	other
5.7 	31	other
7.7 	41	other
7.7 	41	other
8.0 	45	other
57.5 	262	other
8.7 	67	other
5.4 	41	other
11.0 	44	other
11.0 	23	other
5.7 	39	other
5.4 	41	other
11.0 	44	other
11.0 	23	other
7.7 	41	other
8.7 	67	other
5.7 	33	other
5.7 	39	other
5.7 	31	other
57.5 	262	other
7.0 	57	other
5.7 	39	other
7.7 	41	other
7.7 	41	other
11.0 	44	other
11.0 	23	other
5.4 	41	other
57.5 	262	other
8.0 	45	other
7.2 	33	other
5.7 	31	other
5.7 	33	other
8.7 	67	other
5.7 	33	other
5.7 	39	other
8.0 	45	other
8.7 	67	other
7.0 	57	other
11.0 	44	other
11.0 	23	other
5.4 	41	other
7.2 	33	other
57.5 	262	other
5.7 	31	other
7.7 	41	other
57.5 	262	other
5.7 	33	other
7.2 	33	other
8.0 	45	other
5.7 	31	other
5.7 	39	other
5.4 	41	other
11.0 	44	other
11.0 	23	other
8.7 	67	other
7.0 	57	other
7.7 	41	other
8.7 	67	other
57.5 	262	other
11.0 	44	other
11.0 	23	other
5.7 	39	other
7.2 	33	other
8.0 	45	other
5.7 	31	other
7.7 	41	other
7.7 	41	other
7.0 	57	other
5.4 	41	other
5.7 	33	other
10.3 	45	other
10.3 	23	other
6.9 	38	other
6.2 	34	other
6.7 	44	other
5.4 	41	other
7.1 	57	other
7.1 	39	other
9.8 	57	other
9.8 	117	other
7.4 	48	other
6.7 	41	other
57.0 	261	other
5.4 	39	other
7.7 	41	other
5.7 	33	other
5.7 	39	other
7.0 	57	other
7.2 	33	other
11.0 	44	other
11.0 	23	other
5.4 	41	other
8.7 	67	other
5.7 	31	other
8.0 	45	other
57.5 	262	other
57.0 	261	other
7.1 	57	other
7.1 	39	other
6.9 	38	other
6.7 	41	other
6.2 	34	other
10.3 	45	other
10.3 	23	other
5.4 	41	other
7.4 	48	other
5.4 	39	other
9.8 	57	other
9.8 	117	other
6.7 	41	other
7.1 	57	other
7.1 	39	other
5.4 	39	other
6.2 	34	other
10.3 	45	other
10.3 	23	other
9.8 	57	other
9.8 	117	other
6.7 	44	other
57.0 	261	other
6.9 	38	other
7.4 	48	other
5.4 	41	other
57.0 	261	other
6.7 	38	other
7.0 	60	other
5.4 	41	other
6.2 	34	other
9.8 	57	other
9.8 	117	other
6.7 	41	other
5.4 	39	other
7.0 	57	other
10.3 	45	other
10.3 	23	other
6.7 	44	other
5.4 	41	other
57.0 	261	other
5.6 	43	other
7.0 	57	other
7.4 	48	other
6.9 	38	other
6.7 	41	other
5.7 	39	other
10.3 	45	other
10.3 	23	other
5.4 	39	other
6.2 	34	other
7.1 	34	other
7.1 	33	other
7.3 	43	other
57.3 	246	other
7.1 	50	other
7.1 	46	other
7.1 	44	other
7.1 	104	other
57.8 	247	other
6.9 	44	other
6.9 	101	other
7.2 	50	other
7.2 	49	other
6.9 	44	other
6.9 	101	other
7.1 	50	other
7.1 	49	other
57.8 	247	other
57.3 	246	other
7.1 	50	other
7.1 	46	other
7.1 	44	other
7.1 	104	other
57.8 	247	other
7.1 	50	other
7.1 	49	other
6.9 	44	other
6.9 	101	other
57.1 	246	other
7.1 	44	other
7.1 	104	other
7.1 	50	other
7.1 	46	other
7.1 	50	other
7.0 	44	other
7.0 	102	other
57.3 	245	other
57.3 	245	other
7.1 	50	other
7.0 	44	other
7.0 	102	other
5.6 	34	other
5.6 	41	other
6.6 	43	other
6.6 	103	other
5.8 	39	other
5.6 	40	other
6.1 	34	other
6.6 	36	other
5.8 	33	other
56.5 	267	other
7.3 	35	other
6.3 	41	other
6.6 	36	other
7.3 	35	other
56.3 	267	other
5.8 	33	other
6.6 	36	other
6.1 	34	other
5.8 	39	other
6.6 	43	other
6.6 	103	other
5.6 	34	other
5.6 	41	other
6.3 	41	other
7.0 	41	other
6.3 	41	other
5.6 	34	other
5.6 	41	other
6.6 	43	other
6.6 	103	other
5.8 	39	other
5.6 	40	other
6.1 	34	other
6.6 	36	other
7.3 	35	other
56.3 	267	other
5.9 	33	other
7.3 	35	other
56.3 	267	other
5.8 	33	other
6.6 	36	other
6.1 	34	other
5.8 	39	other
6.6 	43	other
6.6 	103	other
5.6 	34	other
5.6 	41	other
6.3 	41	other
7.0 	41	other
7.0 	41	other
7.3 	35	other
56.3 	267	other
5.8 	33	other
6.6 	36	other
6.1 	34	other
5.8 	39	other
6.6 	43	other
6.6 	103	other
5.6 	34	other
5.6 	41	other
6.3 	41	other
7.3 	35	other
6.5 	36	other
6.1 	34	other
5.6 	40	other
5.8 	39	other
6.6 	43	other
6.6 	103	other
5.7 	34	other
5.7 	42	other
6.3 	41	other
56.3 	267	other
5.8 	33	other
6.7 	57	other
6.7 	53	other
5.6 	31	other
5.6 	22	other
12.4 	37	other
12.4 	40	other
8.7 	56	other
5.6 	42	other
8.2 	35	other
8.2 	59	other
57.4 	269	other
10.3 	55	other
10.3 	107	other
6.9 	44	other
6.9 	46	other
6.2 	33	other
6.4 	34	other
6.3 	35	other
6.4 	47	other
57.3 	269	other
5.4 	31	other
6.3 	63	other
11.7 	47	other
11.7 	23	other
9.1 	42	other
9.1 	65	other
4.9 	38	other
4.9 	77	other
8.0 	55	other
9.6 	44	other
9.6 	107	other
7.1 	43	other
7.0 	81	other
5.8 	34	other
6.2 	40	other
6.2 	40	other
55.3 	274	other
6.9 	48	other
6.9 	35	other
5.3 	42	other
5.6 	42	other
7.0 	81	other
5.6 	42	other
33.6 	202	other
5.8 	34	other
6.2 	40	other
6.2 	40	other
6.9 	48	other
6.9 	35	other
5.3 	42	other
7.1 	43	other
5.4 	31	other
6.3 	63	other
57.3 	269	other
11.0 	36	other
11.0 	52	other
11.7 	47	other
11.7 	23	other
8.5 	38	other
8.5 	69	other
9.1 	42	other
9.1 	65	other
7.8 	52	other
7.8 	54	other
6.4 	47	other
4.9 	38	other
4.9 	77	other
8.0 	55	other
9.6 	44	other
9.6 	107	other
6.3 	63	other
5.4 	31	other
57.3 	269	other
11.0 	36	other
11.0 	52	other
11.7 	47	other
11.7 	23	other
9.6 	44	other
9.6 	107	other
9.1 	42	other
9.1 	65	other
6.4 	47	other
4.9 	38	other
4.9 	77	other
8.0 	55	other
5.8 	34	other
6.9 	48	other
6.9 	35	other
6.2 	40	other
6.2 	40	other
5.3 	42	other
7.0 	81	other
7.1 	43	other
77.3 	133	nifK
98.3 	143	nifK
9.5 	62	other
56.1 	269	other
6.5 	34	other
5.2 	66	other
5.2 	47	other
5.2 	34	other
7.2 	45	other
7.2 	72	other
7.4 	45	other
7.4 	30	other
9.8 	45	other
5.5 	38	other
188.5 	292	nifK
5.8 	39	other
8.7 	49	other
55.9 	276	other
5.6 	37	other
5.9 	42	other
5.9 	40	other
5.9 	31	other
6.1 	34	other
6.1 	25	other
186.7 	292	nifK
7.3 	47	other
7.2 	40	other
5.2 	30	other
9.0 	180	other
5.5 	42	other
6.8 	35	other
55.8 	268	other
11.1 	45	other
11.1 	22	other
6.7 	55	other
6.7 	31	other
6.4 	31	other
8.0 	45	other
8.0 	63	other
6.7 	55	other
6.7 	31	other
6.4 	31	other
6.8 	35	other
55.8 	268	other
6.3 	45	other
11.1 	45	other
11.1 	22	other
6.4 	31	other
6.7 	55	other
6.7 	31	other
55.8 	268	other
6.8 	35	other
5.5 	42	other
11.1 	45	other
11.1 	22	other
6.7 	55	other
6.7 	31	other
5.5 	42	other
6.8 	35	other
6.4 	31	other
11.1 	45	other
11.1 	22	other
8.0 	45	other
8.0 	63	other
5.6 	34	other
55.8 	268	other
6.7 	55	other
6.7 	31	other
6.8 	35	other
55.8 	268	other
8.8 	49	other
6.4 	31	other
5.5 	42	other
11.1 	45	other
11.1 	22	other
6.7 	55	other
6.7 	31	other
8.0 	45	other
8.0 	63	other
6.4 	31	other
55.8 	268	other
8.8 	49	other
5.5 	42	other
6.8 	35	other
11.1 	45	other
11.1 	22	other
5.6 	34	other
6.7 	55	other
6.7 	31	other
5.5 	42	other
6.8 	35	other
6.4 	31	other
11.1 	45	other
11.1 	22	other
8.0 	45	other
8.0 	63	other
55.8 	268	other
8.0 	45	other
8.0 	63	other
5.5 	42	other
55.8 	268	other
6.8 	35	other
6.7 	55	other
6.7 	31	other
11.1 	45	other
11.1 	22	other
6.4 	31	other
6.7 	55	other
6.7 	31	other
5.5 	42	other
6.8 	35	other
55.8 	268	other
8.8 	49	other
6.4 	31	other
11.1 	45	other
11.1 	22	other
5.5 	42	other
6.8 	35	other
6.7 	55	other
6.7 	31	other
55.8 	268	other
11.1 	45	other
11.1 	22	other
8.0 	45	other
8.0 	63	other
6.4 	31	other
55.8 	268	other
6.4 	31	other
6.8 	35	other
5.5 	42	other
6.1 	55	other
6.7 	55	other
6.7 	31	other
11.1 	45	other
11.1 	22	other
6.6 	55	other
6.6 	28	other
6.4 	31	other
6.3 	45	other
6.8 	35	other
55.8 	268	other
11.1 	45	other
11.1 	22	other
5.6 	41	other
6.7 	55	other
6.7 	31	other
5.5 	42	other
6.4 	31	other
6.8 	35	other
55.8 	268	other
11.1 	45	other
11.1 	22	other
6.7 	55	other
6.7 	31	other
5.7 	32	other
55.8 	268	other
11.1 	45	other
11.1 	22	other
5.2 	34	other
5.5 	42	other
6.4 	31	other
6.9 	34	other
6.9 	38	other
6.4 	31	other
6.7 	55	other
6.7 	31	other
55.8 	268	other
5.5 	42	other
6.8 	35	other
11.1 	45	other
11.1 	22	other
6.7 	55	other
6.7 	31	other
8.0 	45	other
8.0 	63	other
6.8 	35	other
55.8 	268	other
6.3 	45	other
11.1 	45	other
11.1 	22	other
6.4 	31	other
6.4 	31	other
6.7 	55	other
6.7 	31	other
6.8 	35	other
8.0 	45	other
8.0 	63	other
55.8 	268	other
6.3 	45	other
11.1 	45	other
11.1 	22	other
11.1 	45	other
11.1 	22	other
6.7 	55	other
6.7 	31	other
6.4 	31	other
8.8 	49	other
55.8 	268	other
5.5 	42	other
7.8 	44	other
7.8 	68	other
6.8 	35	other
6.7 	55	other
6.7 	31	other
55.8 	268	other
8.0 	45	other
8.0 	63	other
11.1 	45	other
11.1 	22	other
5.2 	34	other
5.5 	42	other
6.4 	31	other
7.6 	41	other
6.9 	34	other
6.9 	38	other
5.7 	32	other
5.7 	32	other
6.7 	55	other
6.7 	31	other
8.0 	45	other
8.0 	63	other
55.8 	268	other
11.1 	45	other
11.1 	22	other
5.2 	34	other
5.5 	42	other
6.4 	31	other
7.6 	41	other
6.9 	34	other
6.9 	38	other
6.7 	55	other
6.7 	31	other
8.0 	45	other
8.0 	63	other
55.8 	268	other
8.8 	49	other
6.4 	31	other
5.5 	42	other
11.1 	45	other
11.1 	22	other
6.8 	35	other
6.8 	35	other
8.0 	45	other
8.0 	63	other
11.1 	45	other
11.1 	22	other
5.5 	42	other
55.8 	268	other
6.6 	31	other
6.7 	55	other
6.7 	31	other
5.5 	42	other
6.4 	31	other
6.8 	35	other
55.8 	268	other
11.1 	45	other
11.1 	22	other
6.4 	31	other
6.7 	55	other
6.7 	31	other
5.5 	42	other
6.8 	35	other
55.8 	268	other
11.1 	45	other
11.1 	22	other
6.4 	31	other
55.8 	268	other
11.1 	45	other
11.1 	22	other
6.7 	55	other
6.7 	31	other
6.3 	45	other
8.0 	45	other
8.0 	63	other
6.8 	35	other
6.7 	55	other
6.7 	31	other
6.8 	35	other
55.8 	268	other
5.5 	42	other
11.1 	45	other
11.1 	22	other
6.4 	31	other
6.7 	55	other
6.7 	31	other
11.1 	45	other
11.1 	22	other
6.8 	35	other
5.5 	42	other
6.4 	31	other
55.8 	268	other
6.7 	55	other
6.7 	31	other
6.4 	31	other
5.7 	32	other
55.8 	268	other
11.1 	45	other
11.1 	22	other
5.2 	34	other
5.5 	42	other
6.9 	34	other
6.9 	38	other
6.7 	55	other
6.7 	31	other
5.7 	32	other
55.8 	268	other
11.1 	45	other
11.1 	22	other
5.2 	34	other
5.5 	42	other
6.4 	31	other
6.9 	34	other
6.9 	38	other
6.7 	55	other
6.7 	31	other
5.5 	42	other
55.8 	268	other
8.8 	49	other
6.4 	31	other
6.8 	35	other
11.1 	45	other
11.1 	22	other
55.8 	268	other
6.7 	55	other
6.7 	31	other
5.7 	32	other
11.1 	45	other
11.1 	22	other
5.2 	34	other
5.5 	42	other
6.4 	31	other
6.9 	34	other
6.9 	38	other
6.7 	55	other
6.7 	31	other
6.4 	31	other
6.8 	35	other
5.5 	42	other
55.8 	268	other
11.1 	45	other
11.1 	22	other
6.7 	55	other
6.7 	31	other
55.8 	268	other
6.8 	35	other
5.5 	42	other
11.1 	45	other
11.1 	22	other
6.4 	31	other
6.1 	55	other
11.1 	45	other
11.1 	22	other
6.7 	55	other
6.7 	31	other
6.4 	31	other
6.8 	35	other
5.6 	34	other
5.5 	42	other
55.8 	268	other
8.0 	45	other
8.0 	63	other
6.6 	55	other
6.6 	28	other
6.8 	35	other
5.5 	42	other
55.8 	268	other
6.6 	31	other
11.1 	45	other
11.1 	22	other
6.7 	55	other
6.7 	31	other
11.1 	45	other
11.1 	22	other
6.8 	35	other
5.5 	42	other
6.4 	31	other
55.8 	268	other
188.4 	293	nifK
6.4 	42	other
6.4 	38	other
56.2 	268	other
8.0 	45	other
8.0 	48	other
7.9 	42	other
5.6 	47	other
8.3 	45	other
8.3 	53	other
7.5 	39	other
5.3 	37	other
5.3 	31	other
10.5 	46	other
10.5 	22	other
189.1 	293	nifK
5.5 	47	other
6.8 	41	other
7.6 	45	other
4.5 	44	other
4.5 	32	other
8.1 	48	other
6.7 	33	other
5.3 	37	other
5.3 	31	other
188.1 	292	nifK
10.4 	46	other
5.4 	45	other
7.0 	49	other
189.6 	293	nifK
7.6 	45	other
7.0 	47	other
56.2 	268	other
6.6 	33	other
5.1 	80	other
5.1 	35	other
5.1 	21	other
5.4 	45	other
5.4 	18	other
6.3 	31	other
7.2 	47	other
5.5 	40	other
6.5 	58	other
5.0 	43	other
6.8 	45	other
5.2 	34	other
5.4 	38	other
8.4 	45	other
8.4 	53	other
5.4 	45	other
5.1 	50	other
5.1 	35	other
5.1 	21	other
10.7 	46	other
10.7 	20	other
7.0 	49	other
188.4 	292	nifK
6.6 	33	other
5.4 	37	other
5.4 	31	other
56.2 	268	other
8.1 	48	other
5.6 	47	other
189.6 	293	nifK
7.6 	45	other
6.5 	46	other
6.5 	71	other
5.4 	40	other
7.7 	45	other
5.6 	47	other
6.9 	41	other
5.1 	38	other
5.1 	55	other
5.1 	35	other
5.1 	21	other
7.4 	43	other
7.4 	17	other
56.2 	268	other
6.6 	33	other
5.3 	37	other
5.3 	30	other
190.0 	292	nifK
5.2 	38	other
5.4 	45	other
9.7 	46	other
5.4 	38	other
55.7 	268	other
190.2 	292	nifK
7.9 	43	other
7.9 	42	other
5.7 	35	other
7.6 	42	other
7.6 	13	other
6.6 	34	other
6.7 	33	other
9.5 	42	other
9.5 	20	other
5.3 	55	other
5.3 	34	other
5.7 	43	other
186.7 	293	other
7.3 	34	other
188.4 	290	nifK
6.9 	36	other
6.9 	36	other
5.1 	54	other
5.1 	35	other
5.1 	21	other
6.6 	33	other
5.6 	37	other
5.6 	57	other
11.0 	46	other
11.0 	22	other
5.4 	45	other
188.4 	292	nifK
5.4 	37	other
5.4 	31	other
7.6 	45	other
8.1 	45	other
8.1 	47	other
7.0 	49	other
8.3 	45	other
8.3 	49	other
5.6 	45	other
5.6 	37	other
5.6 	57	other
5.6 	45	other
5.5 	41	other
189.6 	292	nifK
56.3 	268	other
6.6 	43	other
6.6 	43	other
5.2 	43	other
9.9 	45	other
5.1 	50	other
5.1 	35	other
5.1 	20	other
5.6 	43	other
5.8 	58	other
5.9 	37	other
5.9 	58	other
9.2 	59	other
9.1 	59	other
6.3 	31	other
6.2 	42	other
6.6 	33	other
188.4 	292	nifK
5.4 	43	other
12.9 	58	other
12.9 	54	other
7.0 	49	other
5.6 	59	other
7.6 	45	other
56.2 	268	other
5.4 	45	other
189.3 	293	nifK
6.7 	34	other
10.0 	46	other
189.3 	293	nifK
28.5 	46	nifK
188.4 	292	nifK
5.3 	37	other
5.3 	30	other
5.4 	45	other
6.6 	33	other
56.2 	268	other
7.2 	47	other
7.6 	45	other
6.2 	31	other
6.2 	27	other
5.1 	55	other
5.1 	35	other
10.9 	46	other
10.9 	114	other
5.3 	39	other
5.7 	31	other
5.6 	43	other
5.1 	79	other
55.1 	268	other
155.7 	272	nifK
7.3 	39	other
7.3 	36	other
6.5 	31	other
10.3 	47	other
10.3 	22	other
5.9 	32	other
6.2 	35	other
6.2 	41	other
56.1 	268	other
5.6 	34	other
6.5 	55	other
5.6 	42	other
6.0 	55	other
8.5 	52	other
6.7 	55	other
6.7 	31	other
6.9 	35	other
55.8 	268	other
10.1 	55	other
5.6 	42	other
11.5 	45	other
11.5 	22	other
6.4 	31	other
6.5 	55	other
6.3 	36	other
6.3 	16	other
5.8 	32	other
5.9 	34	other
5.9 	38	other
6.1 	55	other
5.9 	38	other
6.5 	31	other
5.6 	42	other
56.0 	268	other
8.6 	48	other
6.5 	55	other
10.4 	47	other
10.4 	22	other
5.3 	51	other
5.3 	27	other
5.3 	51	other
