length	Evalue	attribute
6.9 	59	other
190.0 	291	nifK
5.4 	41	other
14.7 	39	nifK
187.7 	293	nifK
7.0 	33	other
7.0 	35	other
7.7 	45	other
7.7 	51	other
6.9 	63	other
56.1 	271	other
7.0 	49	other
7.3 	46	other
7.3 	73	other
186.9 	293	other
175.5 	259	nifK
5.1 	36	other
5.9 	45	other
6.4 	46	other
6.4 	55	other
6.0 	38	other
5.9 	42	other
10.0 	38	other
5.2 	34	other
5.2 	35	other
7.9 	43	other
7.9 	36	other
6.7 	59	other
8.0 	36	other
8.0 	55	other
5.2 	34	other
56.5 	268	other
7.5 	51	other
9.3 	40	other
6.1 	37	other
7.8 	36	other
7.7 	42	other
7.7 	31	other
5.6 	39	other
56.9 	268	other
8.8 	39	other
6.6 	38	other
8.1 	38	other
6.4 	53	other
6.6 	36	other
6.6 	34	other
8.1 	53	other
9.8 	44	other
9.8 	81	other
8.5 	48	other
8.5 	56	other
7.6 	39	other
6.3 	39	other
7.0 	41	other
56.2 	271	other
5.3 	31	other
7.0 	49	other
188.5 	291	nifK
5.3 	45	other
8.1 	48	other
6.2 	49	other
7.3 	46	other
7.3 	73	other
188.0 	292	nifK
6.1 	48	other
56.3 	271	other
8.0 	45	other
8.0 	52	other
7.4 	46	other
7.4 	79	other
6.0 	39	other
7.0 	49	other
7.9 	45	other
7.9 	47	other
8.4 	45	other
8.4 	48	other
189.6 	293	nifK
5.0 	45	other
5.0 	25	other
5.8 	39	other
8.5 	39	other
8.5 	35	other
11.2 	47	other
10.4 	43	other
10.4 	24	other
6.8 	47	other
7.5 	45	other
7.5 	73	other
186.8 	293	nifK
5.6 	33	other
5.7 	36	other
55.5 	268	other
8.8 	45	other
5.7 	46	other
8.6 	45	other
8.6 	49	other
5.7 	39	other
7.0 	45	other
11.7 	48	other
5.5 	33	other
5.5 	27	other
6.3 	33	other
56.5 	272	other
5.2 	52	other
186.8 	286	nifK
8.9 	42	other
8.9 	50	other
6.2 	37	other
7.7 	40	other
8.3 	45	other
8.3 	75	other
7.1 	36	other
7.1 	37	other
7.5 	33	other
7.5 	44	other
190.2 	293	nifK
188.7 	292	other
6.0 	46	other
7.0 	45	other
7.0 	74	other
5.7 	31	other
7.3 	43	other
8.5 	44	other
8.5 	15	other
9.1 	40	other
56.2 	270	other
6.7 	40	other
7.2 	38	other
7.2 	54	other
5.8 	32	other
5.8 	47	other
9.1 	44	other
9.1 	107	other
6.2 	37	other
57.4 	269	other
5.5 	31	other
5.3 	33	other
5.3 	22	other
5.3 	37	other
5.1 	41	other
5.3 	52	other
6.3 	42	other
5.1 	44	other
8.3 	45	other
8.3 	47	other
6.1 	38	other
6.1 	38	other
29.7 	45	nifK
8.3 	40	other
154.4 	242	nifK
6.4 	45	other
7.4 	57	other
7.1 	57	other
6.0 	47	other
8.2 	36	other
7.0 	44	other
7.0 	73	other
7.1 	59	other
5.4 	32	other
190.6 	293	nifK
10.3 	45	other
10.3 	19	other
55.3 	268	other
4.9 	30	other
9.2 	31	other
9.2 	108	other
5.6 	38	other
5.4 	36	other
5.4 	42	other
5.1 	34	other
5.1 	32	other
8.2 	33	other
8.2 	56	other
5.9 	62	other
5.1 	37	other
6.0 	42	other
8.2 	38	other
6.5 	48	other
8.1 	47	other
6.2 	37	other
55.6 	268	other
9.3 	43	other
9.3 	40	other
188.0 	289	nifK
7.9 	43	other
6.0 	31	other
5.9 	27	other
6.0 	37	other
6.0 	76	other
5.7 	44	other
7.1 	46	other
7.1 	38	other
6.5 	44	other
6.5 	18	other
6.0 	36	other
6.0 	34	other
5.9 	45	other
5.9 	36	other
6.1 	34	other
57.2 	268	other
5.3 	37	other
5.2 	52	other
6.9 	39	other
6.9 	55	other
57.2 	268	other
5.9 	45	other
7.1 	46	other
7.1 	38	other
6.5 	44	other
6.5 	18	other
6.0 	31	other
5.3 	37	other
6.1 	34	other
5.0 	23	other
5.0 	41	other
5.0 	20	other
6.8 	38	other
6.8 	54	other
6.0 	36	other
6.0 	34	other
5.9 	36	other
6.0 	37	other
6.0 	76	other
6.1 	27	other
5.8 	30	other
5.3 	37	other
5.3 	31	other
188.4 	292	nifK
8.3 	45	other
8.3 	50	other
6.3 	33	other
6.3 	55	other
5.1 	43	other
7.6 	45	other
9.1 	59	other
5.1 	55	other
5.1 	35	other
5.1 	21	other
6.8 	38	other
6.8 	37	other
5.4 	37	other
5.0 	43	other
5.5 	40	other
189.8 	292	nifK
8.3 	45	other
8.3 	50	other
6.9 	49	other
5.1 	43	other
56.2 	268	other
5.5 	47	other
7.4 	34	other
6.8 	40	other
7.6 	45	other
7.6 	21	other
5.7 	47	other
6.0 	30	other
6.0 	47	other
5.4 	39	other
55.8 	270	other
8.2 	39	other
6.5 	41	other
6.5 	38	other
5.8 	46	other
5.5 	23	other
5.5 	26	other
5.4 	34	other
5.4 	36	other
7.0 	33	other
5.1 	53	other
5.1 	35	other
5.1 	21	other
188.4 	292	nifK
5.2 	37	other
5.2 	31	other
5.7 	31	other
5.4 	45	other
7.5 	39	other
56.2 	268	other
5.6 	37	other
5.6 	57	other
5.1 	38	other
5.1 	43	other
7.1 	33	other
7.1 	55	other
8.0 	45	other
8.0 	48	other
4.9 	41	other
6.7 	39	other
6.7 	27	other
6.9 	41	other
189.8 	292	nifK
7.6 	45	other
5.5 	45	other
9.2 	59	other
5.9 	43	other
10.2 	44	other
6.4 	41	other
6.1 	32	other
5.6 	47	other
5.9 	37	other
5.9 	40	other
8.2 	39	other
6.6 	35	other
6.6 	35	other
7.8 	45	other
7.8 	20	other
56.9 	269	other
5.8 	42	other
6.1 	31	other
4.9 	39	other
8.4 	62	other
8.4 	44	other
8.0 	36	other
7.5 	47	other
7.5 	99	other
7.7 	34	other
5.4 	34	other
5.4 	21	other
5.4 	27	other
10.8 	43	other
10.8 	21	other
56.3 	273	other
7.5 	31	other
5.9 	60	other
6.3 	41	other
5.9 	40	other
8.2 	39	other
7.8 	45	other
7.8 	20	other
5.6 	35	other
57.4 	269	other
5.2 	34	other
6.1 	31	other
6.5 	35	other
6.5 	36	other
9.6 	35	other
9.6 	39	other
6.0 	32	other
10.6 	38	other
10.6 	79	other
5.8 	42	other
6.8 	31	other
6.8 	29	other
8.2 	46	other
8.2 	103	other
6.7 	36	other
6.7 	36	other
187.4 	291	nifK
6.1 	47	other
5.4 	57	other
5.4 	36	other
6.7 	34	other
5.0 	42	other
5.0 	56	other
7.9 	60	other
9.4 	62	other
7.6 	43	other
7.6 	52	other
8.0 	45	other
8.0 	37	other
7.4 	38	other
7.4 	38	other
5.2 	47	other
190.6 	293	nifK
6.0 	39	other
6.0 	27	other
5.2 	30	other
55.7 	272	other
10.9 	46	other
10.9 	22	other
5.2 	37	other
6.0 	47	other
10.7 	43	other
10.7 	23	other
6.8 	39	other
6.8 	41	other
7.4 	44	other
7.4 	74	other
9.9 	40	other
56.1 	272	other
10.0 	38	other
7.6 	59	other
6.9 	37	other
5.9 	42	other
9.2 	39	other
6.6 	34	other
6.6 	52	other
6.6 	36	other
6.2 	43	other
6.2 	40	other
56.4 	268	other
8.0 	43	other
8.0 	35	other
7.3 	39	other
7.3 	45	other
7.3 	20	other
6.0 	31	other
5.6 	59	other
9.0 	44	other
5.3 	37	other
6.8 	32	other
5.8 	39	other
7.2 	51	other
189.6 	293	nifK
56.1 	268	other
186.9 	291	other
6.0 	46	other
6.7 	40	other
6.4 	59	other
135.0 	273	nifK
6.2 	56	other
6.2 	38	other
9.3 	42	other
8.0 	53	other
8.0 	40	other
57.2 	271	other
5.4 	38	other
6.9 	40	other
5.4 	38	other
189.9 	293	nifK
6.4 	44	other
6.4 	20	other
7.0 	49	other
7.1 	47	other
5.6 	31	other
6.7 	33	other
6.7 	38	other
6.0 	48	other
5.4 	37	other
188.3 	292	nifK
56.1 	271	other
7.4 	46	other
7.4 	73	other
8.0 	47	other
5.4 	36	other
6.6 	43	other
6.6 	58	other
56.0 	268	other
8.1 	44	other
8.1 	72	other
6.7 	35	other
5.6 	48	other
6.0 	42	other
8.1 	63	other
6.7 	37	other
6.7 	38	other
6.6 	40	other
5.2 	44	other
7.3 	42	other
8.2 	62	other
8.2 	34	other
54.9 	270	other
9.6 	38	other
10.4 	28	other
10.4 	45	other
10.4 	32	other
7.5 	40	other
5.5 	38	other
7.0 	36	other
5.5 	39	other
8.9 	35	other
189.8 	293	nifK
6.6 	32	other
6.6 	26	other
5.8 	42	other
56.5 	272	other
7.4 	45	other
7.4 	74	other
188.6 	291	nifK
9.7 	51	other
7.2 	57	other
10.9 	46	other
10.9 	22	other
5.8 	40	other
5.8 	34	other
8.3 	40	other
5.3 	38	other
5.3 	39	other
5.8 	42	other
5.7 	38	other
8.1 	43	other
8.1 	74	other
5.8 	41	other
8.8 	39	other
55.9 	268	other
10.2 	33	other
10.2 	55	other
7.8 	36	other
7.8 	42	other
7.8 	20	other
6.5 	34	other
6.5 	25	other
5.2 	58	other
5.4 	36	other
5.4 	31	other
6.5 	31	other
7.4 	47	other
190.3 	293	nifK
7.1 	50	other
7.6 	46	other
7.6 	72	other
56.7 	270	other
5.9 	43	other
133.5 	272	nifK
56.0 	268	other
6.9 	57	other
6.6 	46	other
5.6 	37	other
5.6 	57	other
5.6 	36	other
5.6 	19	other
7.6 	45	other
31.8 	51	nifK
5.3 	37	other
5.3 	30	other
186.4 	293	other
6.9 	36	other
6.9 	36	other
189.3 	293	nifK
5.2 	39	other
6.7 	34	other
6.2 	47	other
6.1 	34	other
6.1 	31	other
190.4 	292	nifK
8.9 	48	other
187.8 	293	nifK
6.9 	56	other
8.3 	46	other
8.3 	76	other
9.2 	39	other
5.7 	41	other
56.0 	268	other
8.1 	40	other
6.4 	45	other
6.4 	74	other
5.6 	33	other
5.5 	39	other
6.4 	37	other
6.4 	47	other
55.4 	269	other
6.2 	36	other
6.9 	57	other
186.6 	292	other
6.4 	31	other
6.6 	32	other
6.6 	27	other
55.2 	269	other
5.0 	42	other
9.2 	62	other
133.5 	272	nifK
10.4 	51	other
10.4 	23	other
189.3 	293	nifK
7.0 	45	other
56.6 	269	other
5.3 	81	other
6.6 	36	other
5.9 	45	other
5.9 	22	other
5.9 	39	other
10.7 	44	other
6.9 	37	other
6.7 	53	other
56.3 	268	other
8.6 	45	other
8.6 	47	other
5.4 	44	other
5.3 	39	other
5.7 	37	other
5.7 	29	other
9.3 	41	other
5.9 	43	other
189.5 	292	nifK
6.6 	31	other
6.0 	34	other
6.0 	30	other
185.0 	290	other
5.3 	39	other
8.1 	45	other
8.1 	74	other
6.5 	36	other
55.2 	269	other
8.9 	39	other
6.5 	31	other
7.3 	46	other
6.1 	47	other
7.0 	32	other
7.0 	25	other
188.8 	293	nifK
186.5 	292	other
5.0 	49	other
54.6 	267	other
6.1 	35	other
5.6 	33	other
5.6 	47	other
6.1 	35	other
7.1 	44	other
7.1 	34	other
7.1 	28	other
8.8 	49	other
6.2 	46	other
7.3 	60	other
7.3 	28	other
9.1 	35	other
5.4 	37	other
8.4 	30	other
8.4 	48	other
8.4 	48	other
5.1 	32	other
6.4 	36	other
6.8 	42	other
53.5 	266	other
6.0 	43	other
6.0 	34	other
56.5 	245	other
55.8 	269	other
7.7 	42	other
6.8 	45	other
6.7 	41	other
6.5 	46	other
6.5 	25	other
6.1 	55	other
10.4 	45	other
10.4 	22	other
6.8 	37	other
8.3 	34	other
5.9 	45	other
4.5 	73	other
4.5 	50	other
4.5 	37	other
154.0 	241	nifK
5.1 	44	other
7.3 	45	other
7.3 	20	other
56.3 	272	other
9.9 	45	other
9.9 	23	other
186.4 	293	other
5.5 	38	other
6.0 	44	other
6.0 	37	other
7.0 	57	other
31.1 	49	nifK
8.6 	47	other
5.5 	39	other
8.2 	62	other
5.2 	34	other
186.3 	293	other
6.9 	51	other
6.5 	43	other
6.5 	41	other
5.3 	38	other
5.8 	48	other
6.3 	40	other
6.3 	26	other
6.3 	36	other
6.7 	54	other
6.7 	34	other
8.1 	44	other
8.1 	104	other
98.6 	144	nifK
79.2 	135	nifK
55.2 	268	other
6.7 	50	other
6.1 	34	other
6.1 	12	other
7.2 	31	other
54.5 	270	other
7.9 	44	other
7.9 	45	other
7.1 	41	other
7.1 	36	other
5.0 	39	other
7.8 	54	other
5.5 	35	other
9.8 	49	other
5.6 	42	other
7.1 	36	other
7.1 	42	other
8.5 	156	other
58.2 	273	other
9.9 	55	other
9.9 	35	other
8.4 	123	other
6.6 	49	other
11.0 	46	other
5.6 	34	other
6.5 	58	other
188.3 	292	other
5.2 	39	other
8.1 	48	other
7.6 	45	other
6.9 	57	other
6.6 	33	other
56.1 	270	other
5.7 	41	other
190.4 	293	nifK
5.4 	32	other
186.4 	293	other
9.2 	20	other
9.2 	46	other
5.5 	36	other
5.5 	31	other
7.0 	36	other
7.0 	36	other
7.0 	41	other
8.6 	43	other
8.6 	105	other
5.3 	70	other
6.4 	47	other
10.4 	44	other
10.4 	33	other
9.9 	41	other
9.9 	40	other
7.8 	40	other
7.8 	21	other
6.4 	45	other
9.3 	51	other
10.2 	62	other
6.9 	41	other
6.2 	39	other
6.2 	23	other
6.0 	47	other
5.3 	36	other
5.3 	31	other
9.3 	41	other
6.9 	34	other
7.8 	45	other
7.8 	74	other
189.0 	291	nifK
188.7 	289	nifK
56.5 	275	other
6.4 	45	other
5.3 	36	other
5.3 	31	other
9.3 	41	other
10.2 	62	other
9.3 	51	other
6.9 	34	other
7.8 	45	other
7.8 	74	other
96.7 	142	nifK
6.9 	41	other
77.9 	133	other
6.0 	47	other
6.2 	39	other
6.2 	23	other
189.0 	291	nifK
56.5 	275	other
6.6 	31	other
56.2 	273	other
6.4 	33	other
6.4 	32	other
187.4 	290	nifK
8.6 	44	other
8.6 	76	other
5.5 	39	other
9.3 	39	other
8.1 	38	other
11.0 	45	other
7.6 	35	other
6.4 	33	other
56.6 	268	other
10.1 	62	other
10.1 	30	other
5.9 	39	other
18.4 	33	nifK
157.4 	232	nifK
9.7 	32	other
56.3 	268	other
6.5 	31	other
8.1 	46	other
5.9 	47	other
7.6 	45	other
7.6 	74	other
185.0 	290	other
6.2 	40	other
5.7 	43	other
5.9 	43	other
6.0 	33	other
5.7 	37	other
5.7 	29	other
10.1 	55	other
10.1 	21	other
9.4 	41	other
7.4 	43	other
7.4 	73	other
190.1 	292	nifK
5.1 	37	other
188.1 	290	nifK
55.9 	268	other
7.2 	58	other
7.6 	34	other
7.6 	42	other
187.6 	293	other
7.7 	46	other
7.7 	44	other
5.2 	26	other
5.2 	37	other
6.6 	52	other
5.9 	43	other
6.5 	31	other
56.3 	268	other
185.0 	290	other
7.6 	45	other
7.6 	74	other
178.6 	264	nifK
9.7 	32	other
5.3 	64	other
5.5 	44	other
5.5 	39	other
8.4 	52	other
8.4 	109	other
6.9 	31	other
6.0 	33	other
5.7 	37	other
5.7 	29	other
9.5 	43	other
5.8 	41	other
5.8 	17	other
7.6 	45	other
7.6 	44	other
5.0 	57	other
5.5 	39	other
10.5 	45	other
10.5 	23	other
6.7 	41	other
5.5 	42	other
151.9 	222	nifK
39.7 	83	nifK
10.9 	106	other
5.3 	33	other
8.7 	57	other
8.7 	86	other
9.0 	53	other
8.2 	51	other
9.3 	45	other
9.3 	31	other
6.8 	48	other
13.0 	40	other
13.0 	89	other
8.1 	44	other
8.1 	74	other
6.1 	39	other
55.7 	269	other
4.9 	30	other
5.0 	31	other
4.9 	42	other
7.4 	45	other
7.4 	57	other
5.2 	41	other
5.2 	30	other
6.7 	32	other
6.5 	30	other
6.5 	30	other
7.8 	43	other
7.8 	42	other
185.3 	289	nifK
9.8 	35	other
9.8 	47	other
189.9 	292	nifK
188.2 	291	nifK
187.7 	293	nifK
130.9 	271	nifK
5.3 	52	other
6.9 	42	other
7.3 	51	other
7.3 	42	other
7.6 	50	other
56.2 	268	other
5.2 	37	other
5.6 	42	other
5.8 	47	other
5.8 	48	other
8.6 	65	other
8.6 	53	other
54.5 	269	other
5.5 	40	other
7.3 	27	other
7.3 	56	other
7.3 	36	other
178.7 	288	nifK
8.6 	156	other
9.9 	55	other
9.9 	35	other
7.0 	36	other
7.0 	42	other
10.9 	46	other
7.7 	55	other
5.6 	34	other
5.5 	35	other
58.4 	274	other
8.5 	123	other
5.6 	42	other
9.7 	49	other
6.6 	49	other
5.5 	35	other
9.9 	55	other
9.9 	35	other
5.6 	42	other
7.7 	55	other
58.4 	274	other
8.5 	123	other
7.0 	36	other
7.0 	42	other
9.7 	49	other
5.6 	34	other
10.9 	46	other
6.6 	49	other
8.6 	156	other
10.9 	46	other
5.5 	35	other
5.6 	42	other
6.6 	49	other
8.6 	156	other
8.5 	123	other
7.0 	36	other
7.0 	42	other
7.7 	55	other
9.7 	49	other
58.4 	274	other
9.9 	55	other
9.9 	35	other
5.6 	34	other
7.0 	36	other
7.0 	42	other
7.7 	55	other
5.5 	35	other
9.7 	49	other
10.9 	46	other
9.9 	55	other
9.9 	35	other
6.6 	49	other
8.6 	156	other
5.6 	42	other
58.4 	274	other
8.5 	123	other
5.6 	34	other
58.4 	274	other
5.6 	34	other
6.6 	49	other
8.5 	123	other
7.7 	55	other
9.7 	49	other
5.6 	42	other
7.0 	36	other
7.0 	42	other
10.9 	46	other
9.9 	55	other
9.9 	35	other
5.5 	35	other
8.6 	156	other
9.7 	49	other
8.5 	123	other
7.0 	36	other
7.0 	42	other
6.6 	49	other
8.6 	156	other
5.6 	42	other
5.5 	35	other
58.4 	274	other
10.9 	46	other
9.9 	55	other
9.9 	35	other
7.7 	55	other
5.6 	34	other
10.9 	46	other
6.6 	49	other
5.6 	42	other
7.7 	55	other
58.4 	274	other
8.5 	123	other
9.7 	49	other
5.6 	34	other
5.5 	35	other
8.6 	156	other
9.9 	55	other
9.9 	35	other
7.0 	36	other
7.0 	42	other
6.6 	49	other
7.7 	55	other
5.5 	35	other
9.7 	49	other
10.9 	46	other
9.9 	55	other
9.9 	35	other
8.6 	156	other
5.6 	34	other
5.6 	42	other
8.5 	123	other
7.0 	36	other
7.0 	42	other
58.4 	274	other
8.5 	123	other
7.0 	36	other
7.0 	42	other
10.9 	46	other
5.5 	35	other
5.6 	42	other
5.6 	34	other
6.6 	49	other
9.7 	49	other
7.7 	55	other
9.9 	55	other
9.9 	35	other
8.6 	156	other
58.4 	274	other
10.9 	46	other
5.5 	35	other
5.6 	34	other
9.7 	49	other
8.6 	156	other
9.9 	55	other
9.9 	35	other
8.5 	123	other
6.6 	49	other
7.7 	55	other
7.0 	36	other
7.0 	42	other
58.4 	274	other
5.6 	42	other
58.4 	274	other
7.0 	36	other
7.0 	42	other
5.6 	42	other
9.7 	49	other
6.6 	49	other
5.6 	34	other
10.9 	46	other
5.5 	35	other
7.7 	55	other
9.9 	55	other
9.9 	35	other
8.6 	156	other
8.5 	123	other
9.9 	55	other
9.9 	35	other
10.9 	46	other
5.6 	42	other
5.5 	35	other
7.7 	55	other
8.5 	123	other
9.7 	49	other
58.4 	274	other
6.6 	49	other
5.6 	34	other
8.6 	156	other
7.0 	36	other
7.0 	42	other
6.6 	49	other
7.7 	55	other
8.6 	156	other
8.5 	123	other
7.0 	36	other
7.0 	42	other
10.9 	46	other
9.7 	49	other
5.5 	35	other
9.9 	55	other
9.9 	35	other
5.6 	42	other
5.6 	34	other
58.4 	274	other
58.4 	274	other
6.6 	49	other
5.6 	34	other
5.5 	35	other
9.9 	55	other
9.9 	35	other
8.5 	123	other
9.7 	49	other
8.6 	156	other
7.0 	36	other
7.0 	42	other
10.9 	46	other
5.6 	42	other
7.7 	55	other
58.4 	274	other
5.5 	35	other
9.7 	49	other
10.9 	46	other
5.6 	34	other
6.6 	49	other
9.9 	55	other
9.9 	35	other
7.0 	36	other
7.0 	42	other
8.5 	123	other
7.7 	55	other
5.6 	42	other
8.6 	156	other
58.4 	274	other
6.6 	49	other
5.6 	34	other
8.5 	123	other
7.0 	36	other
7.0 	42	other
10.9 	46	other
9.9 	55	other
9.9 	35	other
9.7 	49	other
7.7 	55	other
5.5 	35	other
8.6 	156	other
5.6 	42	other
6.6 	49	other
8.5 	123	other
58.4 	274	other
5.6 	34	other
5.5 	35	other
9.7 	49	other
8.6 	156	other
9.9 	55	other
9.9 	35	other
7.0 	36	other
7.0 	42	other
7.7 	55	other
10.9 	46	other
5.6 	42	other
9.9 	55	other
9.9 	35	other
5.6 	42	other
5.5 	35	other
7.7 	55	other
9.7 	49	other
7.0 	36	other
7.0 	42	other
10.9 	46	other
6.6 	49	other
5.6 	34	other
8.5 	123	other
58.4 	274	other
8.6 	156	other
5.6 	42	other
5.6 	34	other
10.9 	46	other
7.7 	55	other
7.0 	36	other
7.0 	42	other
8.5 	123	other
8.6 	156	other
9.7 	49	other
58.4 	274	other
9.9 	55	other
9.9 	35	other
6.6 	49	other
5.5 	35	other
10.9 	46	other
7.7 	55	other
9.9 	55	other
9.9 	35	other
58.4 	274	other
5.5 	35	other
8.5 	123	other
5.6 	42	other
8.6 	156	other
7.0 	36	other
7.0 	42	other
6.6 	49	other
5.6 	34	other
9.7 	49	other
10.9 	46	other
7.0 	36	other
7.0 	42	other
9.9 	55	other
9.9 	35	other
8.5 	123	other
8.6 	156	other
5.5 	35	other
5.6 	42	other
7.7 	55	other
5.6 	34	other
6.6 	49	other
9.7 	49	other
58.4 	274	other
9.9 	55	other
9.9 	35	other
5.6 	42	other
58.4 	274	other
7.7 	55	other
9.7 	49	other
6.6 	49	other
5.6 	34	other
5.5 	35	other
10.9 	46	other
8.6 	156	other
8.5 	123	other
7.0 	36	other
7.0 	42	other
9.7 	49	other
9.1 	171	other
5.6 	42	other
7.1 	36	other
7.1 	42	other
9.8 	55	other
9.8 	35	other
10.9 	46	other
9.0 	123	other
6.6 	49	other
58.2 	274	other
7.8 	54	other
58.2 	273	other
11.1 	49	other
6.6 	49	other
8.6 	156	other
10.9 	46	other
9.8 	55	other
9.8 	35	other
7.1 	36	other
7.1 	42	other
8.5 	123	other
5.6 	42	other
9.8 	55	other
9.8 	35	other
9.1 	171	other
6.6 	49	other
5.6 	42	other
9.0 	123	other
10.9 	46	other
7.8 	54	other
58.2 	274	other
9.7 	49	other
7.1 	36	other
7.1 	42	other
8.6 	156	other
5.6 	34	other
6.6 	49	other
8.5 	123	other
5.6 	42	other
9.9 	55	other
9.9 	35	other
10.9 	46	other
7.0 	36	other
7.0 	42	other
58.4 	274	other
9.7 	49	other
7.7 	55	other
5.5 	35	other
8.3 	123	other
5.6 	42	other
9.7 	55	other
9.7 	35	other
6.3 	33	other
8.9 	57	other
8.9 	43	other
7.1 	36	other
7.1 	42	other
10.9 	46	other
58.2 	273	other
6.6 	49	other
11.0 	46	other
8.6 	123	other
5.6 	42	other
9.9 	55	other
9.9 	35	other
58.2 	273	other
8.5 	156	other
7.1 	36	other
7.1 	42	other
9.2 	65	other
10.9 	46	other
9.7 	55	other
9.7 	35	other
8.3 	123	other
5.6 	42	other
6.3 	33	other
58.2 	273	other
7.1 	36	other
7.1 	42	other
8.9 	57	other
8.9 	43	other
7.1 	36	other
7.1 	42	other
58.2 	273	other
8.6 	123	other
6.6 	49	other
9.9 	55	other
9.9 	35	other
8.5 	156	other
5.6 	42	other
11.0 	46	other
9.2 	65	other
8.5 	156	other
9.2 	65	other
11.0 	46	other
8.6 	123	other
6.6 	49	other
7.1 	36	other
7.1 	42	other
5.6 	42	other
9.9 	55	other
9.9 	35	other
58.2 	273	other
7.1 	36	other
7.1 	42	other
9.2 	65	other
9.9 	55	other
9.9 	35	other
8.6 	123	other
8.5 	156	other
11.0 	46	other
6.6 	49	other
58.2 	273	other
5.6 	42	other
5.6 	36	other
8.4 	156	other
5.6 	42	other
8.5 	123	other
7.2 	39	other
7.2 	42	other
9.9 	55	other
9.9 	35	other
9.7 	49	other
6.6 	49	other
58.4 	273	other
5.6 	42	other
10.9 	46	other
58.2 	274	other
6.8 	123	other
6.6 	49	other
9.9 	55	other
9.9 	35	other
9.1 	171	other
7.4 	55	other
7.1 	36	other
7.1 	42	other
11.0 	46	other
8.6 	156	other
9.8 	55	other
9.8 	17	other
5.6 	42	other
9.7 	48	other
8.4 	123	other
7.0 	36	other
7.0 	42	other
7.2 	54	other
58.2 	273	other
6.6 	49	other
7.1 	36	other
7.1 	42	other
5.6 	42	other
6.3 	33	other
8.3 	123	other
58.2 	273	other
8.9 	57	other
8.9 	43	other
9.7 	55	other
9.7 	35	other
10.9 	46	other
10.7 	46	other
7.1 	36	other
7.1 	42	other
9.2 	171	other
9.9 	55	other
9.9 	35	other
58.2 	274	other
8.7 	68	other
6.6 	49	other
5.6 	42	other
9.7 	49	other
9.7 	123	other
58.4 	274	other
8.7 	64	other
8.4 	156	other
8.4 	123	other
7.2 	39	other
7.2 	42	other
6.6 	49	other
9.7 	54	other
9.7 	35	other
5.1 	35	other
9.7 	49	other
5.6 	42	other
8.5 	156	other
10.9 	46	other
5.6 	35	other
7.1 	36	other
7.1 	42	other
6.6 	49	other
8.4 	123	other
58.2 	273	other
9.9 	55	other
9.9 	35	other
5.6 	42	other
7.6 	55	other
9.8 	55	other
9.8 	35	other
5.6 	34	other
11.0 	46	other
58.2 	273	other
9.7 	49	other
8.5 	156	other
7.1 	36	other
7.1 	42	other
7.7 	123	other
5.6 	42	other
6.6 	49	other
5.6 	35	other
9.8 	55	other
9.8 	17	other
5.6 	42	other
11.0 	46	other
58.2 	273	other
6.6 	49	other
7.0 	36	other
7.0 	42	other
8.6 	156	other
8.4 	123	other
7.2 	54	other
9.7 	48	other
7.1 	36	other
7.1 	42	other
5.6 	42	other
7.7 	123	other
9.1 	171	other
9.9 	55	other
9.9 	35	other
6.6 	49	other
5.5 	35	other
58.2 	274	other
9.8 	49	other
8.3 	123	other
5.6 	42	other
9.7 	55	other
9.7 	35	other
6.3 	33	other
7.1 	36	other
7.1 	42	other
58.2 	273	other
10.9 	46	other
8.9 	57	other
8.9 	43	other
7.1 	36	other
7.1 	42	other
9.8 	55	other
9.8 	35	other
8.5 	156	other
5.6 	42	other
58.2 	273	other
5.6 	34	other
11.0 	46	other
6.6 	49	other
7.6 	55	other
7.7 	123	other
9.7 	49	other
5.6 	35	other
9.8 	55	other
9.8 	35	other
5.6 	34	other
9.7 	49	other
7.7 	123	other
5.6 	42	other
6.6 	49	other
11.0 	46	other
8.5 	156	other
58.2 	273	other
7.1 	36	other
7.1 	42	other
7.6 	55	other
5.6 	35	other
8.7 	64	other
6.6 	49	other
7.2 	39	other
7.2 	42	other
58.4 	274	other
9.7 	49	other
9.7 	54	other
9.7 	35	other
8.4 	123	other
8.4 	156	other
5.6 	42	other
5.1 	35	other
5.6 	34	other
9.8 	55	other
9.8 	35	other
7.7 	123	other
7.6 	55	other
9.7 	49	other
7.1 	36	other
7.1 	42	other
8.5 	156	other
5.6 	35	other
6.6 	49	other
58.2 	273	other
11.0 	46	other
5.6 	42	other
5.6 	42	other
8.3 	123	other
10.9 	46	other
7.1 	36	other
7.1 	42	other
6.3 	33	other
9.7 	55	other
9.7 	35	other
8.9 	57	other
8.9 	43	other
58.2 	273	other
9.7 	54	other
9.7 	35	other
5.6 	42	other
5.1 	35	other
8.4 	123	other
6.6 	49	other
8.7 	64	other
58.4 	274	other
7.2 	39	other
7.2 	42	other
8.4 	156	other
9.7 	49	other
58.2 	273	other
5.6 	35	other
7.7 	123	other
11.0 	46	other
7.1 	36	other
7.1 	42	other
5.6 	42	other
7.6 	55	other
6.6 	49	other
8.5 	156	other
9.7 	49	other
9.8 	55	other
9.8 	35	other
8.7 	68	other
9.2 	171	other
5.6 	42	other
9.7 	49	other
9.9 	55	other
9.9 	35	other
58.2 	274	other
6.6 	49	other
10.7 	46	other
9.7 	123	other
7.1 	36	other
7.1 	42	other
7.1 	36	other
7.1 	42	other
8.9 	57	other
8.9 	43	other
5.6 	42	other
